ticker,label,strategy,params,full_return,full_cagr,full_mdd,full_trades,years,positive_years,positive_gt5_years,negative_years,beat_bh_years,avg_year_return,median_year_return,std_year_return,worst_year,worst_year_return,best_year,best_year_return,avg_bh_year_return,median_bh_year_return,avg_excess_year_return,median_excess_year_return,avg_year_mdd,worst_year_mdd,year,strategy_return,buy_hold_return,excess_return,year_mdd,trades,exposure
GGBR3,legacy_breakout_5_55,breakout,lookback=5;exit_lookback=55,232.73660230794812,0.2281945689450519,-0.8052924040983814,115,26,17,15,9,12,0.32126681985822836,0.15133292786181463,0.6528961534136996,2015,-0.47836789280610237,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.024665661017940273,-7.901153339040512e-06,-0.2918884746676079,-0.5033330394375918,2024,-0.10230836847423241,0.00927274084584484,-0.11158110932007725,-0.21069232580380837,6,0.896414342629482
GGBR3,legacy_breakout_5_55,breakout,lookback=5;exit_lookback=55,232.73660230794812,0.2281945689450519,-0.8052924040983814,115,26,17,15,9,12,0.32126681985822836,0.15133292786181463,0.6528961534136996,2015,-0.47836789280610237,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.024665661017940273,-7.901153339040512e-06,-0.2918884746676079,-0.5033330394375918,2025,0.032472120010234695,0.08456152108633797,-0.05208940107610327,-0.17413536323628465,4,0.92
GGBR3,legacy_breakout_5_55,breakout,lookback=5;exit_lookback=55,232.73660230794812,0.2281945689450519,-0.8052924040983814,115,26,17,15,9,12,0.32126681985822836,0.15133292786181463,0.6528961534136996,2015,-0.47836789280610237,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.024665661017940273,-7.901153339040512e-06,-0.2918884746676079,-0.5033330394375918,2026,0.10579022891554546,0.17275355099655543,-0.06696332208100997,-0.18760270120442324,4,0.8740740740740741
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2000,2.1468612812585532,2.7099655428050626,-0.5631042615465094,-0.20003546676717454,13,0.3
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2001,0.273579950148124,0.4230763271372273,-0.14949637698910334,-0.2437493614824051,5,0.5210727969348659
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2002,0.4865959466586176,0.4378381571006935,0.04875778955792409,-0.22262238851260463,13,0.6973180076628352
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2003,0.4920688807525071,0.9980443157725578,-0.5059754350200507,-0.1802726167058305,3,0.7203065134099617
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2004,0.47197619147017655,0.6085269257765804,-0.13655073430640385,-0.11233426176515637,7,0.3716475095785441
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2005,0.20369461699132252,0.09385740790858854,0.10983720908273398,-0.32325439705386017,4,0.9919678714859438
GGBR3,legacy_rsi_atr_21_45_75,rsi_reversion_atr,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,218.7694728533523,0.2253459701869899,-0.8886262123933522,143,26,19,19,7,14,0.28731104294942406,0.22072204759274006,0.5378147826372616,2015,-0.5965199425292382,2000,2.1468612812585532,0.2966011588402881,0.1376559755187563,-0.009290115890864025,0.00816629300693733,-0.2982377401749302,-0.6561723852316865,2006,0.48890573275365723,0.5833614449130697,-0.09445571215941251,-0.16440608678397117,4,0.686046511627907
