ticker,strategy,label,params,window,start,end,candles,trades,exposure,total_return,cagr,benchmark_total_return,benchmark_cagr,excess_total_return,max_drawdown,benchmark_max_drawdown,sharpe
LOGG3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,80/20,2025-01-14,2026-07-17,377,5,0.9257294429708223,1.07976636747241,0.6277033392343927,0.8455223381075576,0.5033126773664556,0.23424402936485245,-0.15398678054460835,-0.15406477359624293,1.7494620587634027
LOGG3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,full,2018-12-21,2026-07-17,1881,17,0.8277511961722488,2.3718729527811404,0.1741688238476169,1.3939800300655643,0.12222755962907006,0.9778929227155762,-0.5363068371776875,-0.6031642100266548,0.6067261568005926
LOGG3,range_expansion_breakout,new_range_exp_1_atr3_ma50_vol,range_mult=1;atr_period=10;atr_mult=3;trend_window=50;volume_window=20;volume_mult=1;max_hold=20,60/40,2023-07-12,2026-07-17,753,30,0.34794156706507307,0.5283832914789135,0.15111292368207296,0.5877339792777261,0.16575365043519863,-0.059350687798812585,-0.11353012339062885,-0.255116202123422,0.889901261861517
LOGG3,range_expansion_breakout,new_range_exp_1_atr3_ma50_vol,range_mult=1;atr_period=10;atr_mult=3;trend_window=50;volume_window=20;volume_mult=1;max_hold=20,70/30,2024-04-15,2026-07-17,565,22,0.34690265486725663,0.6327201156696545,0.24305660164524334,0.594424209953542,0.2300315243270643,0.03829590571611252,-0.09015271149588722,-0.26260718465613897,1.4207619154677573
LOGG3,range_expansion_breakout,new_range_exp_1_atr3_ma50_vol,range_mult=1;atr_period=10;atr_mult=3;trend_window=50;volume_window=20;volume_mult=1;max_hold=20,80/20,2025-01-14,2026-07-17,377,16,0.3687002652519894,0.36818300321812947,0.23190382765262707,0.8455223381075576,0.5033126773664556,-0.47733933488942815,-0.0896142117978398,-0.15406477359624293,1.2739354967968464
LOGG3,range_expansion_breakout,new_range_exp_1_atr3_ma50_vol,range_mult=1;atr_period=10;atr_mult=3;trend_window=50;volume_window=20;volume_mult=1;max_hold=20,full,2018-12-21,2026-07-17,1881,74,0.366294524189261,2.5309211760256543,0.18133948434910652,1.3939800300655643,0.12222755962907006,1.13694114596009,-0.18741199874768177,-0.6031642100266548,0.8781540530906043
PETR4,breakout,legacy_breakout_5_55,lookback=5;exit_lookback=55,60/40,2015-11-03,2026-07-17,2665,45,0.899812382739212,25.024916906372503,0.3559743079402542,9.621445846186075,0.2470525998528703,15.403471060186428,-0.4072018976527161,-0.5974726504733368,1.0370987603524424
PETR4,breakout,legacy_breakout_5_55,lookback=5;exit_lookback=55,70/30,2018-07-02,2026-07-17,1999,35,0.9089544772386193,6.708952393077103,0.2891639629449707,3.8987021880250587,0.21848328922685778,2.8102502050520446,-0.40720811891674413,-0.5983653896843235,0.9724641016952894
PETR4,breakout,legacy_breakout_5_55,lookback=5;exit_lookback=55,80/20,2021-03-16,2026-07-17,1333,21,0.9249812453113279,3.3021866644034654,0.3144854140691873,2.445550039510314,0.2609105959744138,0.8566366248931514,-0.4071842434819344,-0.2553109433368691,1.1271129403378601
PETR4,breakout,legacy_breakout_5_55,lookback=5;exit_lookback=55,full,2000-01-03,2026-07-17,6662,127,0.8622035424797359,37.78066046413171,0.14780498859488445,14.43078147110415,0.10862649779371036,23.349878993027556,-0.8048630795704581,-0.7873683331028808,0.5737685913341299
PETR4,chandelier_breakout,new_chandelier_10_atr14x3,lookback=10;atr_period=14;atr_mult=3;volume_window=0;volume_mult=0,60/40,2015-11-03,2026-07-17,2665,109,0.6045028142589118,13.489681352792665,0.28377014092871233,9.621445846186075,0.2470525998528703,3.86823550660659,-0.4086191061020913,-0.5974726504733368,0.9901900160421718
PETR4,chandelier_breakout,new_chandelier_10_atr14x3,lookback=10;atr_period=14;atr_mult=3;volume_window=0;volume_mult=0,70/30,2018-07-02,2026-07-17,1999,87,0.59879939969985,4.891470137090965,0.24676971461131325,3.8987021880250587,0.21848328922685778,0.9927679490659065,-0.40853471593606216,-0.5983653896843235,0.9898771680306967
PETR4,chandelier_breakout,new_chandelier_10_atr14x3,lookback=10;atr_period=14;atr_mult=3;volume_window=0;volume_mult=0,80/20,2021-03-16,2026-07-17,1333,63,0.5963990997749438,2.3821305315297874,0.25652832676320947,2.445550039510314,0.2609105959744138,-0.06341950798052665,-0.4084587688307507,-0.2553109433368691,1.0860120954498522
PETR4,chandelier_breakout,new_chandelier_10_atr14x3,lookback=10;atr_period=14;atr_mult=3;volume_window=0;volume_mult=0,full,2000-01-03,2026-07-17,6662,265,0.5535875112578805,56.68481834778573,0.16510984505867876,14.43078147110415,0.10862649779371036,42.25403687668158,-0.5279409094052179,-0.7873683331028808,0.7085555106383589
GGBR3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,60/40,2015-11-03,2026-07-17,2665,47,0.8694183864915572,19.097505951311863,0.3236198871472351,7.982763969420384,0.2276792958367031,11.114741981891479,-0.5017036475053541,-0.582920084766247,0.9585060292256083
GGBR3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,70/30,2018-07-02,2026-07-17,1999,39,0.8774387193596799,6.149824688305826,0.27714890799959147,2.508794543975277,0.16895208516572868,3.6410301443305495,-0.4979887175327925,-0.5900160630784312,0.9410065618181197
GGBR3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,80/20,2021-03-16,2026-07-17,1333,27,0.8754688672168042,1.789694543545874,0.21198992168980135,0.5720218527968428,0.08847155371215387,1.2176726907490312,-0.2662367286307279,-0.33095200914409095,0.8568769138548714
GGBR3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,full,2000-05-19,2026-07-17,5856,113,0.8673155737704918,53.90355465362124,0.16546187442258464,25.16948502733573,0.13291342444790155,28.734069626285514,-0.8850872222873136,-0.8622483253034786,0.6008015433359466
GGBR3,chandelier_breakout,new_chandelier_5_atr10x3,lookback=5;atr_period=10;atr_mult=3;volume_window=0;volume_mult=0,60/40,2015-11-03,2026-07-17,2665,101,0.7106941838649156,17.510115474656025,0.3134829881379939,7.982763969420384,0.2276792958367031,9.527351505235641,-0.43105928795735804,-0.582920084766247,1.0103313741623754
GGBR3,chandelier_breakout,new_chandelier_5_atr10x3,lookback=5;atr_period=10;atr_mult=3;volume_window=0;volume_mult=0,70/30,2018-07-02,2026-07-17,1999,75,0.7128564282141071,3.497003649369516,0.2055870506812647,2.508794543975277,0.16895208516572868,0.988209105394239,-0.43099514370222003,-0.5900160630784312,0.8306974243917459
GGBR3,chandelier_breakout,new_chandelier_5_atr10x3,lookback=5;atr_period=10;atr_mult=3;volume_window=0;volume_mult=0,80/20,2021-03-16,2026-07-17,1333,57,0.6751687921980495,0.15050054739986662,0.026621660335617525,0.5720218527968428,0.08847155371215387,-0.4215213053969762,-0.43136287185086153,-0.33095200914409095,0.22923796911412647
GGBR3,chandelier_breakout,new_chandelier_5_atr10x3,lookback=5;atr_period=10;atr_mult=3;volume_window=0;volume_mult=0,full,2000-05-19,2026-07-17,5856,261,0.6939890710382514,33.47531771069883,0.14491404526250307,25.16948502733573,0.13291342444790155,8.305832683363104,-0.860852727488158,-0.8622483253034786,0.5871026642853046
TUPY3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,60/40,2015-11-03,2026-07-17,2665,21,0.8814258911819888,1.4102508155558229,0.08567344489003581,0.1371842881641987,0.012084410412811275,1.2730665273916242,-0.5380607692174274,-0.5271693407635448,0.41296891569790806
TUPY3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,70/30,2018-07-02,2026-07-17,1999,17,0.8854427213606804,1.2509777381943556,0.1061688995441743,0.20489914825561706,0.023451242819145124,1.0460785899387386,-0.5383369975923736,-0.5707748680991283,0.46363249021793873
TUPY3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,80/20,2021-03-16,2026-07-17,1333,13,0.8837209302325582,0.793436741717896,0.11568535243816958,-0.04196532267099651,-0.008002056864074625,0.8354020643888925,-0.5032146406839442,-0.5305357132538198,0.5059903798624098
TUPY3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,full,2000-01-03,2026-07-17,6662,53,0.7637346142299609,4.6004059869595215,0.06708051848336583,-0.7964597346931884,-0.058227531998499504,5.39686572165271,-0.9135653516336827,-0.8013653718245024,0.36118977849018613
TUPY3,range_expansion_breakout,new_range_exp_0.5_atr14x3,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=0;volume_mult=0;max_hold=20,60/40,2015-11-03,2026-07-17,2665,223,0.7587242026266416,0.7434707975598205,0.05331278982311827,0.1371842881641987,0.012084410412811275,0.6062865093956218,-0.5651884966318848,-0.5271693407635448,0.3214627612886773
TUPY3,range_expansion_breakout,new_range_exp_0.5_atr14x3,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=0;volume_mult=0;max_hold=20,70/30,2018-07-02,2026-07-17,1999,161,0.7418709354677339,1.5560973982290394,0.12379468744816591,0.20489914825561706,0.023451242819145124,1.3511982499734223,-0.43513792700451936,-0.5707748680991283,0.5273862355336625
TUPY3,range_expansion_breakout,new_range_exp_0.5_atr14x3,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=0;volume_mult=0;max_hold=20,80/20,2021-03-16,2026-07-17,1333,105,0.7284321080270068,0.47254045339172657,0.07521778129079304,-0.04196532267099651,-0.008002056864074625,0.5145057760627231,-0.3928116831196803,-0.5305357132538198,0.39349601741542384
TUPY3,range_expansion_breakout,new_range_exp_0.5_atr14x3,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=0;volume_mult=0;max_hold=20,full,2000-01-03,2026-07-17,6662,483,0.6100270189132393,0.7721705662214853,0.021798143919214974,-0.7964597346931884,-0.058227531998499504,1.5686303009146738,-0.7460437650585575,-0.8013653718245024,0.22273356131796918
BBSE3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,60/40,2021-04-09,2026-07-17,1316,18,0.9004559270516718,1.856019596232787,0.22032707024556064,1.3555148942502995,0.17652095478223995,0.5005047019824875,-0.2662346667290403,-0.2590807141403242,1.1448209367727171
BBSE3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,70/30,2022-08-03,2026-07-17,987,12,0.9179331306990881,1.1454621960103477,0.2129864604848044,0.8821820176484423,0.17347486754311325,0.2632801783619054,-0.20928170519522893,-0.17840396875099318,1.1770830189548573
BBSE3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,80/20,2023-11-28,2026-07-17,658,8,0.9209726443768997,0.5779402252909327,0.18907863054755114,0.5906921899111819,0.19271800779431514,-0.01275196462024919,-0.2093689604121991,-0.19535144346420452,1.139311397930729
BBSE3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,full,2013-04-29,2026-07-17,3289,46,0.8954089388871997,5.195809775207765,0.14798594177552893,3.2637929143617876,0.11597761967687426,1.9320168608459776,-0.4070744228248354,-0.3895333542530355,0.6752499632652359
BBSE3,range_expansion_breakout,new_range_exp_0.25_atr14x3,range_mult=0.25;atr_period=14;atr_mult=3;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,60/40,2021-04-09,2026-07-17,1316,110,0.7196048632218845,0.3702850520910641,0.06159420594333964,1.3555148942502995,0.17652095478223995,-0.9852298421592354,-0.2302914997371569,-0.2590807141403242,0.42278315947610795
BBSE3,range_expansion_breakout,new_range_exp_0.25_atr14x3,range_mult=0.25;atr_period=14;atr_mult=3;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,70/30,2022-08-03,2026-07-17,987,86,0.7284701114488349,0.07981302133205248,0.01961283080839249,0.8821820176484423,0.17347486754311325,-0.8023689963163898,-0.23027698343327374,-0.17840396875099318,0.19917251851382034
BBSE3,range_expansion_breakout,new_range_exp_0.25_atr14x3,range_mult=0.25;atr_period=14;atr_mult=3;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,80/20,2023-11-28,2026-07-17,658,58,0.7370820668693009,0.0858229586111845,0.031755765635766764,0.5906921899111819,0.19271800779431514,-0.5048692312999974,-0.23034356389531674,-0.19535144346420452,0.278108657853088
BBSE3,range_expansion_breakout,new_range_exp_0.25_atr14x3,range_mult=0.25;atr_period=14;atr_mult=3;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,full,2013-04-29,2026-07-17,3289,274,0.7306172088780785,0.6006552539312386,0.036236367565595895,3.2637929143617876,0.11597761967687426,-2.6631376604305492,-0.580164149845926,-0.3895333542530355,0.26873779909102197
VALE3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,60/40,2015-11-03,2026-07-17,2665,27,0.7842401500938087,5.111327438086863,0.18428193982745822,6.023391707263282,0.19977507173611442,-0.9120642691764189,-0.5269262690028234,-0.5152637291745404,0.6731478229047888
VALE3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,70/30,2018-07-02,2026-07-17,1999,17,0.824912456228114,1.5512214996284444,0.12352787044082136,1.438434766531,0.11722786357898385,0.11278673309744436,-0.3956719378035115,-0.4190077426006278,0.5275454884409526
VALE3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,80/20,2021-03-16,2026-07-17,1333,11,0.8477119279819955,0.3453697282871442,0.0571714223413573,0.12930745513260966,0.023050815486103104,0.21606227315453452,-0.3888852999738216,-0.3889750013469774,0.3442326938069946
VALE3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,full,2000-01-03,2026-07-17,6662,51,0.7814470129090363,20.25468610319431,0.12208585116953019,37.11854892430078,0.14706033545960984,-16.863862821106473,-0.7777337495811865,-0.7125851276903039,0.5142078367277725
VALE3,chandelier_breakout,new_chandelier_55_atr14x2_vol,lookback=55;atr_period=14;atr_mult=2;volume_window=20;volume_mult=1,60/40,2015-11-03,2026-07-17,2665,64,0.17898686679174483,0.9476946826407631,0.06427121332259844,6.023391707263282,0.19977507173611442,-5.075697024622519,-0.26662374057124916,-0.5152637291745404,0.5061641446415867
VALE3,chandelier_breakout,new_chandelier_55_atr14x2_vol,lookback=55;atr_period=14;atr_mult=2;volume_window=20;volume_mult=1,70/30,2018-07-02,2026-07-17,1999,36,0.17008504252126064,1.0822074945437312,0.09549942225074037,1.438434766531,0.11722786357898385,-0.3562272719872688,-0.17683727083526268,-0.4190077426006278,0.8568839616113345
VALE3,chandelier_breakout,new_chandelier_55_atr14x2_vol,lookback=55;atr_period=14;atr_mult=2;volume_window=20;volume_mult=1,80/20,2021-03-16,2026-07-17,1333,24,0.1417854463615904,0.3608027740913131,0.059433559380234646,0.12930745513260966,0.023050815486103104,0.23149531895870346,-0.1356187638017885,-0.3889750013469774,0.6598780279878884
VALE3,chandelier_breakout,new_chandelier_55_atr14x2_vol,lookback=55;atr_period=14;atr_mult=2;volume_window=20;volume_mult=1,full,2000-01-03,2026-07-17,6662,170,0.16181326928850195,0.9097169559461151,0.024680612656316603,37.11854892430078,0.14706033545960984,-36.208831968354666,-0.4962046146967599,-0.7125851276903039,0.24778627685708526
